Descrição;Classe
MODULO ELE ENT ANAL R1794IE8;MAQUINAS E EQUIPAMENTOS
MODULO ELET ENTR ANALOG IOP109;MAQUINAS E EQUIPAMENTOS
MODULO ELETRON 16X4-20MA/1-5V;MAQUINAS E EQUIPAMENTOS
MOD ELE ENTRADA ANA 16X4-20MA;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL R1756IA16I;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL R1756IA32;MAQUINAS E EQUIPAMENTOS
MODULO ELE ENT DIG 6ES71416B00;MAQUINAS E EQUIPAMENTOS
MODULO ELE ENT DIG 6ES7 1416BF;MAQUINAS E EQUIPAMENTOS
MODULO ELE COMUN ETHERNET TIP;MAQUINAS E EQUIPAMENTOS
MODULO ELE INTERFACE IL - CW;MAQUINAS E EQUIPAMENTOS
MODULO ELE EXPANSAO 11008911;MAQUINAS E EQUIPAMENTOS
MODULO ELE MONITORACAO CS200;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO FAMILIA 5;MAQUINAS E EQUIPAMENTOS
MODULO ELETR 1794-IT8XTERMOPAR;MAQUINAS E EQUIPAMENTOS
MODULO ELE FONTE 10561175;MAQUINAS E EQUIPAMENTOS
MODULO ELE FONTE 10561174;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO GERADOR PULS;MAQUINAS E EQUIPAMENTOS
MODULO ELE RESISTOR 10891923;MAQUINAS E EQUIPAMENTOS
MODULO ELE RELE MES120 SCHNEID;MAQUINAS E EQUIPAMENTOS
MODULO ELE UNIDADE 00010223A;MAQUINAS E EQUIPAMENTOS
MODULO ELE CONTROLADOR 11857;MAQUINAS E EQUIPAMENTOS
MODULO ELE ULTRAVIOLETA 10130;MAQUINAS E EQUIPAMENTOS
MODULO ELE ATUADOR ML799 11857;MAQUINAS E EQUIPAMENTOS
MODULO ELE CONTROL 900-41034;MAQUINAS E EQUIPAMENTOS
MODULO ELET CONTR POTENCIA;MAQUINAS E EQUIPAMENTOS
MODULO ELET INTERFAC IP111 WEG;MAQUINAS E EQUIPAMENTOS
MODULO ELE INTERF 6ES71556AU00;MAQUINAS E EQUIPAMENTOS
MODULO ELE INVER FREQ TM310084;MAQUINAS E EQUIPAMENTOS
MODULO ELE MEDIDOR ENER PM5330;MAQUINAS E EQUIPAMENTOS
MOD ELE FLAS RAM 0746753;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONI 6ES5375-1LA71;MAQUINAS E EQUIPAMENTOS
MODULO ELE DISOCONT VCU 20100;MAQUINAS E EQUIPAMENTOS
MODULO ELE DISOCONT V088605B01;MAQUINAS E EQUIPAMENTOS
MODULO ELE RETIFICADOR 1014540;MAQUINAS E EQUIPAMENTOS
MODULO ELE CPU 6ES7214-1AF40-0;MAQUINAS E EQUIPAMENTOS
MODULO ELE SM 6ES7226-6BA32-0X;MAQUINAS E EQUIPAMENTOS
MODULO ELET SM1226 DIG OUTPUT;MAQUINAS E EQUIPAMENTOS
MODULO ELE SM 6ES7223-1BL32-0X;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO VIBRAC 110V;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO 4022000LINCE;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO PROGRAMADOR;MAQUINAS E EQUIPAMENTOS
MOD ELE RECEPTORA 851-0153;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO 926467 6A;MAQUINAS E EQUIPAMENTOS
MODULO ELE RETIFIC 11559544;MAQUINAS E EQUIPAMENTOS
MODULO ELE RETIFICADOR 1014447;MAQUINAS E EQUIPAMENTOS
MODULO ELE RETIFICADOR 1014539;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO CAT-IOP-110-;MAQUINAS E EQUIPAMENTOS
MOD ELE SAI ANA 4X4-20MA/0-10V;MAQUINAS E EQUIPAMENTOS
MODULO ELE SAIDA ANAL 0769252;MAQUINAS E EQUIPAMENTOS
MODULO ELE SAIDA ANAL 0990055;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL R17560A16I;MAQUINAS E EQUIPAMENTOS
MOD ELE SAID DIG 16X115VAC;MAQUINAS E EQUIPAMENTOS
MODULO ELE SAID DIG 1756-OW16I;MAQUINAS E EQUIPAMENTOS
MODULO ELET FUNC P6010 CU PIAB;MAQUINAS E EQUIPAMENTOS
MODULO ELE DETEC VEIC DTM 15N;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQUENC 440VCA 240A;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQUENC 90 KW/160ACT;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQUENCIA 6.9 KVA;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQUENC 6SE7031-5EF6;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQUENC 6SE7026-DED6;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQUEN 380/480V 180A;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQUENC 0031T4SZ;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQUENC 0058T4SZ;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQUENC 0088T4SZ;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQUENC 0477T4SZ;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQUENC 0010T4SZ CFW;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ C14P0T4DB20;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ MC07B00055A34S0;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ MC07B00085A34S0;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ MC07B00155A3400;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ MC07B00225A3400;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ MDX61B00055A3400;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ MDX61B00305A3400;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ MDX61B01105A3400;MAQUINAS E EQUIPAMENTOS
INVERSORFREQ 6SE6420-2AD31-1CA;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ BRCFW110003T4SZ;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ BRCFW110180T4SZ;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ CFW11 0024T 4SZ;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ BRCFW110370T4SZ;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ BRCFW110312T4SZ;MAQUINAS E EQUIPAMENTOS
INVERSOR FREQ MDX61B0014-5A3-4;MAQUINAS E EQUIPAMENTOS
INVERSOR DE FREQ MDX61B0030-5A;MAQUINAS E EQUIPAMENTOS
DIODO DISC 11910492 4500V 750A;MAQUINAS E EQUIPAMENTOS
IGNITOR 70032977 POLYSIUS;MAQUINAS E EQUIPAMENTOS
ROLAMENTO ROLO CILIND 332 EC3;MAQUINAS E EQUIPAMENTOS
ROLAMENTO AUTOCOMP 22213 CK C3;MAQUINAS E EQUIPAMENTOS
ROLAMENTO AUTOCOMP 22218 EK;MAQUINAS E EQUIPAMENTOS
PERF BIT BALISTICO 9051-3725;MAQUINAS E EQUIPAMENTOS
PC COMP ACOPLAMENTO 1028819420;MAQUINAS E EQUIPAMENTOS
PC COMP VENTILADOR 1028840922;MAQUINAS E EQUIPAMENTOS
PC COMP VALVULA SOL 1028850048;MAQUINAS E EQUIPAMENTOS
PC BRITAD PLACA M-B1-0090;MAQUINAS E EQUIPAMENTOS
PC BRITAD VALVULA 0811404955;MAQUINAS E EQUIPAMENTOS
PC BRITAD RODA APOIO 330X270MM;MAQUINAS E EQUIPAMENTOS
PC BRITAD RODA LISA 330X270MM;MAQUINAS E EQUIPAMENTOS
PC BRITAD CONJ ROTATIVO 01094;MAQUINAS E EQUIPAMENTOS
PC BRITAD MANGUEIRA 1.1 1/4X1P;MAQUINAS E EQUIPAMENTOS
PC BRIT MANG BOMBA 3. 1 1/4X1P;MAQUINAS E EQUIPAMENTOS
PC BRITAD PONTALETE 05-16-27;MAQUINAS E EQUIPAMENTOS
PC MAQ ANEL 9X-4584;MAQUINAS E EQUIPAMENTOS
PC MAQ SILENCIOSO WA-2563C01;MAQUINAS E EQUIPAMENTOS
PC MAQ BOMBA HIDRAUL WA-2115;MAQUINAS E EQUIPAMENTOS
PC MAQ CHICOTE 22117441;MAQUINAS E EQUIPAMENTOS
PC MAQ ROLETE 300-4610;MAQUINAS E EQUIPAMENTOS
PC MAQ ROLETE 178-7293;MAQUINAS E EQUIPAMENTOS
PC MAQ MANGUEIRA 253-6432;MAQUINAS E EQUIPAMENTOS
PC MAQ MANGUEIRA 5P-1251 CATER;MAQUINAS E EQUIPAMENTOS
PC MAQ MANGUEIRA VOE11110495;MAQUINAS E EQUIPAMENTOS
PC MAQ MANGUEIRA 325-8854;MAQUINAS E EQUIPAMENTOS
PC MAQ MANGUEIRA 325-8857;MAQUINAS E EQUIPAMENTOS
PC MAQ MANGUEIRA 319-9963;MAQUINAS E EQUIPAMENTOS
PC MAQ MANGUEIRA 314-8080;MAQUINAS E EQUIPAMENTOS
PC MAQ ALTERNADOR 3E-7577;MAQUINAS E EQUIPAMENTOS
PC MAQ ALTERNADOR 85013468;MAQUINAS E EQUIPAMENTOS
PC MAQ CATRACA 212008595;MAQUINAS E EQUIPAMENTOS
PC MAQ VALVULA SOLEN 21596642;MAQUINAS E EQUIPAMENTOS
PC MAQ KIT REPARO 14625659;MAQUINAS E EQUIPAMENTOS
PC MAQ KIT REPARO 333-8675;MAQUINAS E EQUIPAMENTOS
PC MAQ ADAPTADOR 10451142;MAQUINAS E EQUIPAMENTOS
PC MAQ VALVULA 16120685-80;MAQUINAS E EQUIPAMENTOS
PC MAQ VALV NVF3-MOH 5/2-K-1/4;MAQUINAS E EQUIPAMENTOS
PC MAQ VALVULA 22525502-87;MAQUINAS E EQUIPAMENTOS
PC MAQ VALVULA VO14597193;MAQUINAS E EQUIPAMENTOS
PC MAQ VALVULA VO8230-36560;MAQUINAS E EQUIPAMENTOS
PC MAQ PINO 212-3088;MAQUINAS E EQUIPAMENTOS
PC MAQ SENSOR 214-4863;MAQUINAS E EQUIPAMENTOS
PC MAQ TUBO 110-5960;MAQUINAS E EQUIPAMENTOS
PC MAQ TUBO VOE14504780;MAQUINAS E EQUIPAMENTOS
PC MAQ TUBO 14507702;MAQUINAS E EQUIPAMENTOS
PC MAQ TUBO 14507703;MAQUINAS E EQUIPAMENTOS
PC MAQ TUBO VOE1457613;MAQUINAS E EQUIPAMENTOS
PC MAQ COMPRESSOR 212000683;MAQUINAS E EQUIPAMENTOS
PC MAQ KIT AMORTECED 212-7779;MAQUINAS E EQUIPAMENTOS
PC MAQ EIXO CARDAN 2400983;MAQUINAS E EQUIPAMENTOS
PC MAQ TURBOCOMPRESSOR 1387996;MAQUINAS E EQUIPAMENTOS
PC MAQ PROTETOR 20788307;MAQUINAS E EQUIPAMENTOS
PC MAQ ARTICULACAO 14524785;MAQUINAS E EQUIPAMENTOS
PC MAQ COMPRESSOR 218003533;MAQUINAS E EQUIPAMENTOS
PC MAQ SUPORTE 21166983;MAQUINAS E EQUIPAMENTOS
PC MAQ SUPORTE 21166985;MAQUINAS E EQUIPAMENTOS
PC MAQ CILINDRO WK-397C00R00;MAQUINAS E EQUIPAMENTOS
PC MAQ CILINDRO 208000701;MAQUINAS E EQUIPAMENTOS
PC MAQ CILINDRO WA961C00R00;MAQUINAS E EQUIPAMENTOS
PC MAQ CILINDRO VOE14535510;MAQUINAS E EQUIPAMENTOS
PC MAQ CABECOTE 111-8192;MAQUINAS E EQUIPAMENTOS
PC MAQ MEDIDOR 2100 MPBS;MAQUINAS E EQUIPAMENTOS
PC MAQ BRACO 214-7635 980H;MAQUINAS E EQUIPAMENTOS
PC MAQ BARRA 22318835;MAQUINAS E EQUIPAMENTOS
PC MAQ AMORTECEDOR 271-9108;MAQUINAS E EQUIPAMENTOS
PC MAQ CAPA 115-3184;MAQUINAS E EQUIPAMENTOS
PC MAQ CILINDRO WK-398C01R00;MAQUINAS E EQUIPAMENTOS
PC MAQ RODA MOTRIZ WA-313C01;MAQUINAS E EQUIPAMENTOS
PC MAQ BLOCO HIDRAFC-PJ-140/14;MAQUINAS E EQUIPAMENTOS
PC MAQ ISOLADOR 161-1094;MAQUINAS E EQUIPAMENTOS
PC MAQ HELICE WJ-282C02;MAQUINAS E EQUIPAMENTOS
PC MAQ PLACA TORQUE 3092466;MAQUINAS E EQUIPAMENTOS
PC MAQ SENSOR POS 214-4862;MAQUINAS E EQUIPAMENTOS
PC MAQ SILENCIOSO/CAT 20920708;MAQUINAS E EQUIPAMENTOS
PC MAQ BOMBA DE OLEO 9114;MAQUINAS E EQUIPAMENTOS
PC MAQ ENGRE PLAN WK1217C00R00;MAQUINAS E EQUIPAMENTOS
PC REBR CUBO ROTOR 10-20-606-S;MAQUINAS E EQUIPAMENTOS
PC REBRIT CONJ TUBO BI2-142;MAQUINAS E EQUIPAMENTOS
ACOPLAMENTO ELAST ENGREN 1040G;MAQUINAS E EQUIPAMENTOS
ANEL ANTI-RETOR D140XD125X67MM;MAQUINAS E EQUIPAMENTOS
BUCHA P/ROLAMENTO FIXA OH 3272;MAQUINAS E EQUIPAMENTOS
CAIXA ROLAMENTO SDD 548;MAQUINAS E EQUIPAMENTOS
CAIXA ROLAMENTO SNH 532;MAQUINAS E EQUIPAMENTOS
ROLAMENTO AUTOC ROLO 23272 KNB;MAQUINAS E EQUIPAMENTOS
ROLAMENTO AUTOCOMPENSAD 23034;MAQUINAS E EQUIPAMENTOS
CORREIA ACIONAMENTO 5/8 4250MM;MAQUINAS E EQUIPAMENTOS
CORREIA ACIONAMENTO 4/8 4250MM;MAQUINAS E EQUIPAMENTOS
CORREIA TRANSP 42P EP330 3LONA;MAQUINAS E EQUIPAMENTOS
CORREIA TRANSP 24P 3/16X1/16P;MAQUINAS E EQUIPAMENTOS
CORREIA TRANSP 20P 3/16X1/16P;MAQUINAS E EQUIPAMENTOS
CORREIA TRANSP 50P 1/4X1/16P;MAQUINAS E EQUIPAMENTOS
CORREIA TRANSP 54P 3/16X1/16P;MAQUINAS E EQUIPAMENTOS
CORREIA TRANSP 54P 1/4X1/8P;MAQUINAS E EQUIPAMENTOS
CORREIA TRANSP TAL 650X24000MM;MAQUINAS E EQUIPAMENTOS
CONTRA RECUO SEW W4943 RS125-6;MAQUINAS E EQUIPAMENTOS
BALANCA RODOV 32 X 3M CAP 100T;MAQUINAS E EQUIPAMENTOS
PERF ADAPTADOR 33-48001-1/16A;MAQUINAS E EQUIPAMENTOS
PERFURACAO PINO 3216-9311-00;MAQUINAS E EQUIPAMENTOS
TELA MALHA 3/8P ME3-009-5 SIMP;MAQUINAS E EQUIPAMENTOS
TELA MALHA 3/8P ME3-008-10 SIM;MAQUINAS E EQUIPAMENTOS
BOMBA DE ENGRENAGEM X1A5046/50;MAQUINAS E EQUIPAMENTOS
BOMBA DIAFRAGM LUPUS-9152 220V;MAQUINAS E EQUIPAMENTOS
TOCHA P/ ARAME TUBUL ATE 2.4MM;MAQUINAS E EQUIPAMENTOS
GRADE ELASTICA 1170T10;MAQUINAS E EQUIPAMENTOS
MANCAL ROLAMENTO HMI EXEC LP;MAQUINAS E EQUIPAMENTOS
MANCAL ROLAMENTO HMI EXEC BP;MAQUINAS E EQUIPAMENTOS
MANCAL ROLAM P/EIXO HAZ 3272BP;MAQUINAS E EQUIPAMENTOS
MANCAL ROLAM P/EIXO HAZ 3272LP;MAQUINAS E EQUIPAMENTOS
PLACA CIRCUITO CONT LM608-286;MAQUINAS E EQUIPAMENTOS
VALVULA SOLEN 1 1/2P 8210D022;MAQUINAS E EQUIPAMENTOS
CHAVE NIVEL VIBRAT FTM20AN45A;MAQUINAS E EQUIPAMENTOS
MOTOR CA GAIOLA WEG 10CV 4P;MAQUINAS E EQUIPAMENTOS
MOTOR CA GAIOLA 30 CV 4 POLOS;MAQUINAS E EQUIPAMENTOS
MOTOR CA GAIOLA ALTO REND 75CV;MAQUINAS E EQUIPAMENTOS
MOTOR CA GAIOLA ALTO REND 175K;MAQUINAS E EQUIPAMENTOS
MOTOR CA GAIOLA 7.5 CV 2 POLOS;MAQUINAS E EQUIPAMENTOS
MOTOR CA GAIOLA 7.5 CV 4 POLOS;MAQUINAS E EQUIPAMENTOS
MOTOR CA GAIOLA WMINING 25CV;MAQUINAS E EQUIPAMENTOS
MOTOR CA GAIOLA 7.5CV 2 POLOS;MAQUINAS E EQUIPAMENTOS
RELE PROTECAO 7SJ60054EA000;MAQUINAS E EQUIPAMENTOS
RELE BLOQUEIO FUNCAO 86 125VCC;MAQUINAS E EQUIPAMENTOS
TRANSFORMADOR CORRENTE 65/5-5A;MAQUINAS E EQUIPAMENTOS
TRANSFORMADOR POT BDE FT26C;MAQUINAS E EQUIPAMENTOS
TRANSFORMADOR POTENCIA 3500KVA;MAQUINAS E EQUIPAMENTOS
MODULO ELE PROT SURT 2859770;MAQUINAS E EQUIPAMENTOS
MODULO ELE GERENC ENERG 6700GW;MAQUINAS E EQUIPAMENTOS
MODULO ELET GER ENER 6700E CCK;MAQUINAS E EQUIPAMENTOS
MODULO ELE ACIONADOR 512 CCK;MAQUINAS E EQUIPAMENTOS
MODULO ELE GATEWAY 7010 TCP/IP;MAQUINAS E EQUIPAMENTOS
MODULO ELE UNIDADE 242100500;MAQUINAS E EQUIPAMENTOS
MODULO ELE MEDIDOR ENER PM5330;MAQUINAS E EQUIPAMENTOS
PC MAQ VALVULA SOL WA-6065C00;MAQUINAS E EQUIPAMENTOS
ROLAMENTO AUTOCOMP 22213 CK C3;MAQUINAS E EQUIPAMENTOS
CAIXA ROLAMENTO SNH 532;MAQUINAS E EQUIPAMENTOS
CHAPA ESP ALAVANCA 267331004;MAQUINAS E EQUIPAMENTOS
CONEXAO CAPA VEDACAO 269029000;MAQUINAS E EQUIPAMENTOS
CORREIA TRANSP 1200X5250MM;MAQUINAS E EQUIPAMENTOS
CORREIA TRANSP LISA 36P 2LONAS;MAQUINAS E EQUIPAMENTOS
CORREIA TRANSP LISA 54P 2LONAS;MAQUINAS E EQUIPAMENTOS
EIXO OSCILANTE 2394920007;MAQUINAS E EQUIPAMENTOS
HELICE 900MM C/ 9 PAS SOPRANTE;MAQUINAS E EQUIPAMENTOS
RASPADOR PRIMARIO QCH 060;MAQUINAS E EQUIPAMENTOS
RODA REVESTIDA 9010534;MAQUINAS E EQUIPAMENTOS
ROTOR P/ BOMBA 4NE80 NETZSCH C;MAQUINAS E EQUIPAMENTOS
CHAVE SEGURANCA 24 VCC 500MA;MAQUINAS E EQUIPAMENTOS
ESTATOR NM063 04 S SBE NETZSCH;MAQUINAS E EQUIPAMENTOS
MOTOR CA GAIOLA SEW M1 440V;MAQUINAS E EQUIPAMENTOS
PRESSOSTATO LIMITADOR HDWV700;MAQUINAS E EQUIPAMENTOS
MODULO ELE ENT ANALOG EL3403;MAQUINAS E EQUIPAMENTOS
MODULO ELE CARTAO INTER EL6900;MAQUINAS E EQUIPAMENTOS
MODULO ELE ENTRADA RTD EL3204;MAQUINAS E EQUIPAMENTOS
MODULO ELE INDUST CX 5010-0110;MAQUINAS E EQUIPAMENTOS
MODULO ELE MODULADOR EL2535;MAQUINAS E EQUIPAMENTOS
TRANSFORMADOR TENSAO 126KVA;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
NOTEBOOK ATOM;MAQUINAS E EQUIPAMENTOS
NOTEBOOK CORE I5;MAQUINAS E EQUIPAMENTOS
NOTEBOOK CORE I5;MAQUINAS E EQUIPAMENTOS
MONITOR LCD DE 19 POLEGADAS;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
RELE DE PROTECAO;MAQUINAS E EQUIPAMENTOS
RELE DE PROTECAO;MAQUINAS E EQUIPAMENTOS
RELE DE PROTECAO;MAQUINAS E EQUIPAMENTOS
CADEIRA GIRATORIA ESTOFADA EM TECIDO C/ RODIZIOS E BRACOS;MAQUINAS E EQUIPAMENTOS
CADEIRA GIRATORIA ESTOFADA EM TECIDO C/ RODIZIOS E BRACOS;MAQUINAS E EQUIPAMENTOS
CADEIRA GIRATORIA ESTOFADA EM TECIDO C/ RODIZIOS E BRACOS;MAQUINAS E EQUIPAMENTOS
CADEIRA GIRATORIA ESTOFADA EM TECIDO C/ RODIZIOS E BRACOS;MAQUINAS E EQUIPAMENTOS
TANQUINHO DE LAVAR ROUPAS;MAQUINAS E EQUIPAMENTOS
APARELHO TELEFONICO DIGITAL;MAQUINAS E EQUIPAMENTOS
CONDICIONADOR DE AR CENTRAL;MAQUINAS E EQUIPAMENTOS
BRACO ARTICULADO;MAQUINAS E EQUIPAMENTOS
DOCKSTATION;MAQUINAS E EQUIPAMENTOS
TELEVISOR DE LCD 40 POLEGADAS;MAQUINAS E EQUIPAMENTOS
DETECTOR DE ARMADURA METALICA;MAQUINAS E EQUIPAMENTOS
AQUISITOR DE DADOS TEMPERATURA;MAQUINAS E EQUIPAMENTOS
DATATAKER;MAQUINAS E EQUIPAMENTOS
SUPORTE P/ BRACO ARTICULADO EM ACO;MAQUINAS E EQUIPAMENTOS
MEDIDOR DE ESPESSURA DIGITAL;MAQUINAS E EQUIPAMENTOS
MEDIDOR DE ESPESSURA DIGITAL;MAQUINAS E EQUIPAMENTOS
MEDIDOR DE ESPESSURA DIGITAL;MAQUINAS E EQUIPAMENTOS
GAVETEIRO FIXO EM MELAMINA C/ 3 GAVETAS;MAQUINAS E EQUIPAMENTOS
GAVETEIRO FIXO EM MELAMINA C/ 2 GAVETAS;MAQUINAS E EQUIPAMENTOS
GAVETEIRO FIXO EM MELAMINA C/ 4 GAVETAS;MAQUINAS E EQUIPAMENTOS
APARELHO DE DVD;MAQUINAS E EQUIPAMENTOS
APARELHO DE DVD;MAQUINAS E EQUIPAMENTOS
AUTOCLAVE;MAQUINAS E EQUIPAMENTOS
VENTILADOR AXIAL;MAQUINAS E EQUIPAMENTOS
MESA DE REUNIAO DE MADEIRA;MAQUINAS E EQUIPAMENTOS
GAVETEIRO FIXO EM MELAMINA C/ 4 GAVETAS;MAQUINAS E EQUIPAMENTOS
DVR;MAQUINAS E EQUIPAMENTOS
DVR;MAQUINAS E EQUIPAMENTOS
TERROMETRO ANALOGICO;MAQUINAS E EQUIPAMENTOS
ARMARIO BAIXO EM MELAMINA C/ 2 PORTAS;MAQUINAS E EQUIPAMENTOS
CAMERA TERMOGRAFICA;MAQUINAS E EQUIPAMENTOS
VENTILADOR AXIAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
MODULO ELET DIGITAL;MAQUINAS E EQUIPAMENTOS
RELE DE PROTECAO;MAQUINAS E EQUIPAMENTOS
RELE DE PROTECAO;MAQUINAS E EQUIPAMENTOS
RELE DE PROTECAO;MAQUINAS E EQUIPAMENTOS
RELE DE PROTECAO;MAQUINAS E EQUIPAMENTOS
RELE DE PROTECAO;MAQUINAS E EQUIPAMENTOS
RELE DE PROTECAO;MAQUINAS E EQUIPAMENTOS
RELE DE PROTECAO;MAQUINAS E EQUIPAMENTOS
BOMBA SUBMERSA C MOTOR 7 E MEIO CV;MAQUINAS E EQUIPAMENTOS
TRANSFORMADOR TRIFASICO;MAQUINAS E EQUIPAMENTOS
MOTOR DE CORRENTE ALTERNADA;MAQUINAS E EQUIPAMENTOS
MOTOR DE CORRENTE ALTERNADA;MAQUINAS E EQUIPAMENTOS
PALETEIRA HIDRAULICA;MAQUINAS E EQUIPAMENTOS
MOEGA EM ACO CARBONO;MAQUINAS E EQUIPAMENTOS
TALHA ELETRICA;MAQUINAS E EQUIPAMENTOS
PERFURADOR MANUAL;MAQUINAS E EQUIPAMENTOS
TESOURA GUILHOTINA;MAQUINAS E EQUIPAMENTOS
DVR C/ 4 CANAIS;MAQUINAS E EQUIPAMENTOS
DVR C/ 4 CANAIS;MAQUINAS E EQUIPAMENTOS
DVR;MAQUINAS E EQUIPAMENTOS
ARQUIVO DE ACO DESLIZANTE C/ 3 MODULOS;MAQUINAS E EQUIPAMENTOS
AMPLIFICADOR DE SOM;MAQUINAS E EQUIPAMENTOS
SERVIDOR;MAQUINAS E EQUIPAMENTOS
DESUMIDIFICADOR DE PAPEL;MAQUINAS E EQUIPAMENTOS
MESA AUXILIAR DE ACO;MAQUINAS E EQUIPAMENTOS
SUPORTE SONDA NIR;MAQUINAS E EQUIPAMENTOS
BALANCA ANTROPOMETRICA;MAQUINAS E EQUIPAMENTOS
ARMARIO DE ACO P/ MEDICAMENTOS C/ 1 PORTA;MAQUINAS E EQUIPAMENTOS
REFRIGERADOR;MAQUINAS E EQUIPAMENTOS
SUPORTE P/ BRACO ARTICULADO EM ACO;MAQUINAS E EQUIPAMENTOS
ARQUIVO DE ACO DESLIZANTE C/ 3 MODULOS;MAQUINAS E EQUIPAMENTOS
PAINEL ELETRICO;MAQUINAS E EQUIPAMENTOS
BOMBA SUBMERSA C MOTOR 7 E MEIO CV;MAQUINAS E EQUIPAMENTOS
BOMBA SUBMERSA C MOTOR 7 E MEIO CV;MAQUINAS E EQUIPAMENTOS
DVR;MAQUINAS E EQUIPAMENTOS
FILTRO WAM DRY;MAQUINAS E EQUIPAMENTOS
QUADRO ELETRICO;MAQUINAS E EQUIPAMENTOS
PAINEL ELETRICO;MAQUINAS E EQUIPAMENTOS
PAINEL ELETRICO;MAQUINAS E EQUIPAMENTOS
BALANCA DE AGREGADOS;MAQUINAS E EQUIPAMENTOS
PROJETOR DE MULTIMIDIA;MAQUINAS E EQUIPAMENTOS
ROUPEIRO DE ACO C/ 8 PORTAS;MAQUINAS E EQUIPAMENTOS
ELEVADOR SOCIAL;MAQUINAS E EQUIPAMENTOS
TRANSFORMADOR TRIFASICO;MAQUINAS E EQUIPAMENTOS
IMPRESSORA DE CHEQUES;MAQUINAS E EQUIPAMENTOS
NO BREAK;MAQUINAS E EQUIPAMENTOS
CONTROLADOR DE AR INCORPORADO;MAQUINAS E EQUIPAMENTOS
CONTAINER;MAQUINAS E EQUIPAMENTOS
MESA AUXILIAR DE ACO;MAQUINAS E EQUIPAMENTOS
BALANCA DE AGREGADO;MAQUINAS E EQUIPAMENTOS
TRANSPORTADOR DE CORREIA;MAQUINAS E EQUIPAMENTOS
ESTEIRA TRANSPORTADORA DE CORREIAS;MAQUINAS E EQUIPAMENTOS
BALANCA DE AGREGADO;MAQUINAS E EQUIPAMENTOS
